components,"Color.Color#components,ComponentColorModel.getNormalizedComponents#normComponents,LayoutPath.createComponentsOnRun#numComponents,Color#getColorComponents,Color#getComponents,Color#getRGBColorComponents,Color#getRGBComponents,ColorModel#getNumColorComponents,ColorModel#getNumComponents,ComponentColorModel#getNormalizedComponents,ComponentColorModel#getUnnormalizedComponents,Container#countComponents,Container#paintComponents,Container#printComponents,LayoutPath#createComponentsOnRun",15
compose,"CompletionStage#thenCompose,CompletionStage#thenComposeAsync,CompositeContext#compose",3
composite,"Graphics2D#getComposite,Graphics2D#setComposite,AlphaComposite#AlphaComposite,Composite#Composite,CompositeContext#CompositeContext",5
composition,"InputContext#endComposition,InputContext#isCompositionEnabled,InputContext#setCompositionEnabled",3
compressed,"ZipEntry#getCompressedSize,ZipEntry#setCompressedSize",2
compute,"Provider#compute,Provider#computeIfAbsent,Provider#computeIfPresent",3
concat,"Collectors#ConcatSpliterator,String#concat",2
concatenate,"AffineTransform#concatenate,AffineTransform#preConcatenate,RenderContext#concatenateTransform,RenderContext#preConcatenateTransform",4
concetenate,"RenderContext#concetenateTransform,RenderContext#preConcetenateTransform",2
concurrency,"ConcurrentHashMap.ConcurrentHashMap#concurrencyLevel",1
concurrent,"Collectors#groupingByConcurrent,Collectors#toConcurrentMap,MethodType#ConcurrentWeakInternSet,ConcurrentHashMap#ConcurrentHashMap,ConcurrentLinkedDeque#ConcurrentLinkedDeque,ConcurrentLinkedQueue#ConcurrentLinkedQueue,ConcurrentMap#ConcurrentMap,ConcurrentModificationException#ConcurrentModificationException,ConcurrentNavigableMap#ConcurrentNavigableMap,ConcurrentSkipListMap#ConcurrentSkipListMap,ConcurrentSkipListSet#ConcurrentSkipListSet",11
cond,"FlipContents.WaitDispatchSupport#extCond",1
condition,"ConvolveOp.ConvolveOp#edgeCondition,FlipContents.WaitDispatchSupport#extCondition,ReentrantLock.getWaitQueueLength#condition,ConvolveOp#getEdgeCondition,StampedLock#newCondition,Condition#Condition,ConditionObject#ConditionObject",7
config,"Canvas.Canvas#config,GraphicsConfigTemplate#isGraphicsConfigSupported,Logger#config,GraphicsConfigTemplate#GraphicsConfigTemplate",4
configuration,"DomainLoadStoreParameter.DomainLoadStoreParameter#configuration,Component#getGraphicsConfiguration,Component#setGraphicsConfiguration,DomainLoadStoreParameter#getConfiguration,Graphics2D#getDeviceConfiguration,GraphicsDevice#getBestConfiguration,GraphicsDevice#getDefaultConfiguration,LogManager#readConfiguration,GraphicsConfiguration#GraphicsConfiguration,ServiceConfigurationError#ServiceConfigurationError",10
configurations,"GraphicsDevice#getConfigurations",1
configure,"AbstractSelectableChannel#configureBlocking",1
conn,"ResponseCache.put#conn",1
connect,"Double.append#connect,ProxySelector#connectFailed,SecurityManager#checkConnect,SocketChannel#connect,SocketChannel#finishConnect,URLConnection#getConnectTimeout,URLConnection#setConnectTimeout,ConnectException#ConnectException,ConnectIOException#ConnectIOException",9
connectable,"SelectionKey#isConnectable",1
connected,"SocketChannel#isConnected,AlreadyConnectedException#AlreadyConnectedException,NotYetConnectedException#NotYetConnectedException",3
connection,"ManagementFactory.getPlatformMXBeans#connection,ServerSocket.setPerformancePreferences#connectionTime,DriverManager#getConnection,PasswordAuthentication#isConnectionReset,PasswordAuthentication#isConnectionResetPending,PasswordAuthentication#setConnectionReset,PasswordAuthentication#setConnectionResetPending,SocketChannel#isConnectionPending,URL#openConnection,Connection#Connection,ConnectionPendingException#ConnectionPendingException,HttpURLConnection#HttpURLConnection,JarURLConnection#JarURLConnection,NoConnectionPendingException#NoConnectionPendingException,SQLNonTransientConnectionException#SQLNonTransientConnectionException,SQLTransientConnectionException#SQLTransientConnectionException,URLConnection#URLConnection",17
cons,"ObjectStreamClass.MemberSignature#cons",1
console,"System#console,Console#Console,ConsoleHandler#ConsoleHandler",3
constant,"EnumConstantNotPresentException.EnumConstantNotPresentException#constantName,EnumConstantNotPresentException#constantName,Field#isEnumConstant,Lookup#constant,MethodHandle#isConstantZero,System#getConstantPool,ConstantCallSite#ConstantCallSite,EnumConstantNotPresentException#EnumConstantNotPresentException",8
constants,"Class#getEnumConstants,System#getEnumConstantsShared,DnDConstants#DnDConstants,ObjectStreamConstants#ObjectStreamConstants",4
constrained,"PropertyDescriptor.setConstrained#constrained,PropertyDescriptor#isConstrained,PropertyDescriptor#setConstrained",3
constraint,"SQLIntegrityConstraintViolationException#SQLIntegrityConstraintViolationException",1
constraints,"BorderLayout.getLayoutComponent#constraints,PKIXBuilderParameters.PKIXBuilderParameters#targetConstraints,TrustAnchor.TrustAnchor#nameConstraints,BorderLayout#getConstraints,GridBagLayout#setConstraints,PKIXParameters#getTargetCertConstraints,PKIXParameters#setTargetCertConstraints,X509CertSelector#getNameConstraints,X509CertSelector#setBasicConstraints,X509CertSelector#setNameConstraints,X509Certificate#getBasicConstraints,AlgorithmConstraints#AlgorithmConstraints,GridBagConstraints#GridBagConstraints",13
constructor,"DefaultPersistenceDelegate.DefaultPersistenceDelegate#constructorPropertyNames,Service.newInstance#constructorParameter,Class#getConstructor,Class#getDeclaredConstructor,Class#getEnclosingConstructor,Lookup#findConstructor,Lookup#unreflectConstructor,Member#copyConstructor,Member#getConstructorAccessor,Member#getConstructorAnnotations,Member#getConstructorParameterAnnotations,Member#getConstructorSignature,Member#getConstructorSlot,Member#newConstructor,Member#setConstructorAccessor,Modifier#constructorModifiers,SerializedLambda#asConstructor,SerializedLambda#isConstructor,Constructor#Constructor",19
constructors,"Class#getConstructors,Class#getDeclaredConstructors",2
consume,"DefaultKeyboardFocusManager#consumeNextKeyTyped,InputEvent#consume",2
consumed,"InputEvent#isConsumed",1
consumer,"Spliterators.forEachRemaining#consumer,FilteredImageSource#addConsumer,FilteredImageSource#isConsumer,FilteredImageSource#removeConsumer,LinkedTransferQueue#getWaitingConsumerCount,LinkedTransferQueue#hasWaitingConsumer,BiConsumer#BiConsumer,Consumer#Consumer,DoubleConsumer#DoubleConsumer,ImageConsumer#ImageConsumer,IntConsumer#IntConsumer,LongConsumer#LongConsumer,ObjDoubleConsumer#ObjDoubleConsumer,ObjIntConsumer#ObjIntConsumer,ObjLongConsumer#ObjLongConsumer",15
cont,"Container.findComponentAt#cont",1
container,"Container.isFocusCycleRoot#container,FocusTraversalPolicy.getDefaultComponent#aContainer,Container#addContainerListener,Container#getContainerListeners,Container#removeContainerListener,ContainerEvent#getContainer,GridLayout#layoutContainer,BeanContextContainerProxy#BeanContextContainerProxy,Container#Container,ContainerAdapter#ContainerAdapter,ContainerEvent#ContainerEvent,ContainerListener#ContainerListener,ContainerOrderFocusTraversalPolicy#ContainerOrderFocusTraversalPolicy,ContainerPeer#ContainerPeer,MenuContainer#MenuContainer",15
contains,"BeanContextSupport#containsAll,Double#containsAngle,Key#containsKey,Key#containsValue,KeyStoreSpi#engineContainsAlias,Shape#contains,TrustedCertificateEntry#containsAlias",7
contended,"AbstractQueuedSynchronizer#hasContended",1
content,"HttpURLConnection.setFixedLengthStreamingMode#contentLength,ContentHandler#getContent,FileNameMap#getContentTypeFor,FileTypeDetector#probeContentType,String#contentEquals,URLConnection#getContentEncoding,URLConnection#getContentLength,URLConnection#getContentLengthLong,URLConnection#getContentType,URLConnection#guessContentTypeFromName,URLConnection#guessContentTypeFromStream,URLConnection#setContentHandlerFactory,ContentHandler#ContentHandler,ContentHandlerFactory#ContentHandlerFactory",14
contention,"ThreadMXBean#isThreadContentionMonitoringEnabled,ThreadMXBean#isThreadContentionMonitoringSupported,ThreadMXBean#setThreadContentionMonitoringEnabled",3
contents,"BufferCapabilities.BufferCapabilities#flipContents,ClipboardOwner.lostOwnership#contents,BufferCapabilities#getFlipContents,BufferStrategy#contentsLost,BufferStrategy#contentsRestored,Clipboard#getContents,Clipboard#setContents,FlipContents#FlipContents",8
context,"Beans.instantiate#beanContext,Component.setAppContext#appContext,FontMetrics.getMaxCharBounds#context,InputMethodContext.createInputMethodJFrame#attachToInputContext,NumericShaper.getContextualShaper#defaultContext,RenderableImageOp.createRendering#renderContext,AWTEvent#getAccessControlContext,BeanContextChildSupport#getBeanContext,BeanContextChildSupport#getBeanContextChildPeer,BeanContextChildSupport#setBeanContext,BeanContextChildSupport#validatePendingSetBeanContext,BeanContextServiceRevokedEvent#getSourceAsBeanContextServices,BeanContextServicesSupport#addBeanContextServicesListener,BeanContextServicesSupport#getBeanContextServicesPeer,BeanContextServicesSupport#removeBeanContextServicesListener,BeanContextSupport#addBeanContextMembershipListener,BeanContextSupport#getBeanContextPeer,BeanContextSupport#removeBeanContextMembershipListener,Beans#getAppletContext,Color#createContext,Component#getAppContext,Component#getInputContext,Component#setAppContext,DragSourceEvent#getDragSourceContext,DropTargetEvent#getDropTargetContext,EOFException#SerialCallbackContext,FontMetrics#getFontRenderContext,InputMethod#setInputMethodContext,RMIClassLoader#getSecurityContext,RenderableImageProducer#setRenderContext,Scrollbar#getAccessibleContext,SplashScreen#GradientPaintContext,TexturePaint#getContext,Thread#getContextClassLoader,Thread#setContextClassLoader,Toolkit#createDragSourceContextPeer,AccessControlContext#AccessControlContext,AppletContext#AppletContext,BeanContext#BeanContext,BeanContextChild#BeanContextChild,BeanContextChildComponentProxy#BeanContextChildComponentProxy,BeanContextChildSupport#BeanContextChildSupport,BeanContextContainerProxy#BeanContextContainerProxy,BeanContextEvent#BeanContextEvent,BeanContextMembershipEvent#BeanContextMembershipEvent,BeanContextMembershipListener#BeanContextMembershipListener,BeanContextProxy#BeanContextProxy,BeanContextServiceAvailableEvent#BeanContextServiceAvailableEvent,BeanContextServiceProvider#BeanContextServiceProvider,BeanContextServiceProviderBeanInfo#BeanContextServiceProviderBeanInfo,BeanContextServiceRevokedEvent#BeanContextServiceRevokedEvent,BeanContextServiceRevokedListener#BeanContextServiceRevokedListener,BeanContextServices#BeanContextServices,BeanContextServicesListener#BeanContextServicesListener,BeanContextServicesSupport#BeanContextServicesSupport,BeanContextSupport#BeanContextSupport,CompositeContext#CompositeContext,DragSourceContext#DragSourceContext,DragSourceContextPeer#DragSourceContextPeer,DropTargetContext#DropTargetContext,DropTargetContextPeer#DropTargetContextPeer,FontRenderContext#FontRenderContext,InputContext#InputContext,InputMethodContext#InputMethodContext,MathContext#MathContext,PaintContext#PaintContext,RenderContext#RenderContext",67
contextual,"NumericShaper#getContextualShaper,NumericShaper#isContextual,ContextualRenderedImageFactory#ContextualRenderedImageFactory",3
continue,"ScheduledThreadPoolExecutor#getContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setContinueExistingPeriodicTasksAfterShutdownPolicy",2
control,"ResourceBundle.getBundle#control,AWTEvent#getAccessControlContext,Control#getNoFallbackControl,Event#controlDown,InputContext#getInputMethodControlObject,InputEvent#isControlDown,InputMethod#getControlObject,ResourceBundleControlProvider#getControl,UnicodeBlock#isISOControl,AccessControlContext#AccessControlContext,AccessControlException#AccessControlException,Control#Control,ResourceBundleControlProvider#ResourceBundleControlProvider",13
controller,"Component.setRequestFocusController#requestController,Component#setRequestFocusController,AccessController#AccessController",3
conversion,"FormatFlagsConversionMismatchException#getConversion,CharConversionException#CharConversionException,FormatFlagsConversionMismatchException#FormatFlagsConversionMismatchException,IllegalFormatConversionException#IllegalFormatConversionException,LambdaConversionException#LambdaConversionException,UnknownFormatConversionException#UnknownFormatConversionException",6
convert,"IndexColorModel#convertToIntDiscrete,StampedLock#tryConvertToOptimisticRead,StampedLock#tryConvertToReadLock,StampedLock#tryConvertToWriteLock,ColorConvertOp#ColorConvertOp",5
convolve,"ConvolveOp#ConvolveOp",1
cookie,"CookieManager.setCookiePolicy#cookiePolicy,CookiePolicy.shouldAccept#cookie,CookieManager#getCookieStore,CookieManager#setCookiePolicy,URLClassLoader#InMemoryCookieStore,CookieHandler#CookieHandler,CookieManager#CookieManager,CookiePolicy#CookiePolicy,CookieStore#CookieStore,HttpCookie#HttpCookie",10
cookies,"CookieStore#getCookies",1
coords,"FlatteningPathIterator.currentSegment#coords",1
copies,"SidesType.setCopies#copies,Collections#nCopies,SidesType#getCopies,SidesType#setCopies,SidesType#setCopiesToDefault",5
copy,"CopyOnWriteArrayList.CopyOnWriteArrayList#toCopyIn,GetField.readFully#copy,Arrays#copyOf,Arrays#copyOfRange,BufferedImage#copyData,DateTimeFormatterBuilder#copyTree,FileSystemProvider#copy,Graphics#copyArea,Member#copyConstructor,Member#copyField,Member#copyMethod,StreamSupport#copyInto,StrictMath#copySign,String#copyValueOf,CopyOnWriteArrayList#CopyOnWriteArrayList,CopyOnWriteArraySet#CopyOnWriteArraySet,CopyOption#CopyOption",17
core,"Executors.newScheduledThreadPool#corePoolSize,LayoutPath#getCoreMetricsAt,ThreadPoolExecutor#allowCoreThreadTimeOut,ThreadPoolExecutor#allowsCoreThreadTimeOut,ThreadPoolExecutor#getCorePoolSize,ThreadPoolExecutor#prestartAllCoreThreads,ThreadPoolExecutor#prestartCoreThread,ThreadPoolExecutor#setCorePoolSize",8
corner,"RectangularShape.setFrameFromCenter#corner,RectangularShape.setFrameFromCenter#cornerX,RectangularShape.setFrameFromCenter#cornerY",3
corrupted,"StreamCorruptedException#StreamCorruptedException",1
cos,"StrictMath#cos",1
cosh,"StrictMath#cosh",1
count,"Bidi.reorderVisually#count,InputMethodEvent.InputMethodEvent#committedCharacterCount,Lookup.spreadInvoker#leadingArgCount,MethodType.genericMethodType#objectArgCount,MouseWheelEvent.MouseWheelEvent#clickCount,BaseStream#getChildCount,Bidi#getRunCount,Builder#count,CaretPolicy#getCharacterCount,ClassLoadingMXBean#getLoadedClassCount,ClassLoadingMXBean#getTotalLoadedClassCount,ClassLoadingMXBean#getUnloadedClassCount,ConcurrentHashMap#mappingCount,Container#countComponents,Container#getAccessibleChildrenCount,Container#getComponentCount,CountDownLatch#countDown,CountedCompleter#addToPendingCount,CountedCompleter#compareAndSetPendingCount,CountedCompleter#decrementPendingCountUnlessZero,CountedCompleter#getPendingCount,CountedCompleter#setPendingCount,DecimalFormatSymbols#getCount,Double#codePointCount,Executable#getParameterCount,ForkJoinTask#getQueuedTaskCount,ForkJoinTask#getSurplusQueuedTaskCount,ForkJoinWorkerThreadFactory#getActiveThreadCount,ForkJoinWorkerThreadFactory#getQueuedSubmissionCount,ForkJoinWorkerThreadFactory#getRunningThreadCount,ForkJoinWorkerThreadFactory#getStealCount,GarbageCollectorMXBean#getCollectionCount,InputMethodEvent#getCommittedCharacterCount,LambdaMetafactory#fieldCount,LambdaMetafactory#longPrimitiveParameterCount,LambdaMetafactory#longPrimitiveReturnCount,LambdaMetafactory#parameterSlotCount,LambdaMetafactory#primitiveParameterCount,LambdaMetafactory#primitiveReturnCount,LambdaMetafactory#returnCount,LambdaMetafactory#returnSlotCount,LayoutPath#characterCount,LinkedTransferQueue#getWaitingConsumerCount,Long#bitCount,MatchResult#groupCount,MemoryMXBean#getObjectPendingFinalizationCount,MemoryPoolMXBean#getCollectionUsageThresholdCount,MemoryPoolMXBean#getUsageThresholdCount,Menu#countItems,Menu#getItemCount,MenuBar#countMenus,MenuBar#getMenuCount,MenuComponent#getAccessibleSelectionCount,MenuItem#getAccessibleActionCount,MethodType#parameterCount,MouseEvent#getClickCount,Observable#countObservers,ReentrantLock#getHoldCount,SerializedLambda#getCapturedArgCount,StampedLock#getReadLockCount,StringTokenizer#countTokens,TextComponent#getCharCount,Thread#activeCount,Thread#countStackFrames,ThreadGroup#activeGroupCount,ThreadInfo#getBlockedCount,ThreadInfo#getWaitedCount,ThreadMXBean#getDaemonThreadCount,ThreadMXBean#getPeakThreadCount,ThreadMXBean#getThreadCount,ThreadMXBean#getTotalStartedThreadCount,ThreadMXBean#resetPeakThreadCount,ThreadPoolExecutor#getActiveCount,ThreadPoolExecutor#getCompletedTaskCount,ThreadPoolExecutor#getTaskCount,UnicodeBlock#charCount,WriteLock#getReadHoldCount,WriteLock#getWriteHoldCount,CountDownLatch#CountDownLatch",79
counted,"CountedCompleter#CountedCompleter",1
counting,"Collectors#counting",1
countries,"Locale#getISOCountries",1
country,"Locale.Locale#country,LocaleNameProvider.getDisplayCountry#countryCode,Locale#getCountry,Locale#getDisplayCountry,Locale#getISO3Country",5
counts,"BatchUpdateException.BatchUpdateException#updateCounts,BatchUpdateException#getLargeUpdateCounts,BatchUpdateException#getUpdateCounts",3
cp,"Double.setCurve#cp",1
cp1,"Double.setCurve#cp1",1
cp2,"Double.setCurve#cp2",1
cpu,"ThreadMXBean#getCurrentThreadCpuTime,ThreadMXBean#getThreadCpuTime,ThreadMXBean#isCurrentThreadCpuTimeSupported,ThreadMXBean#isThreadCpuTimeEnabled,ThreadMXBean#isThreadCpuTimeSupported,ThreadMXBean#setThreadCpuTimeEnabled",6
cr,"CertStore#getCRLs,CertStoreSpi#engineGetCRLs,CertificateFactory#generateCRLs,CertificateFactorySpi#engineGenerateCRLs",4
crc,"ZipEntry.setCrc#crc,ZipEntry#getCrc,ZipEntry#setCrc",3
crc32,"CRC32#CRC32",1
create,"ActivationGroup#createGroup,AffineTransform#createInverse,AffineTransform#createTransformedShape,Area#createTransformedArea,BasicStroke#createStrokedShape,Bidi#createLineBidi,Canvas#createBufferStrategy,Color#createContext,Component#createVolatileImage,DirectColorModel#createCompatibleWritableRaster,Double#createIntersection,Double#createUnion,DragSource#createDefaultDragGestureRecognizer,EventQueue#createSecondaryLoop,File#createNewFile,FileSystemProvider#createDirectory,FileSystemProvider#createLink,FileSystemProvider#createSymbolicLink,Files#createDirectories,Files#createFile,Files#createTempDirectory,Files#createTempFile,FilterReader#createFileExclusively,Font#createFont,Font#createGlyphVector,Graphics#create,GraphicsConfiguration#createCompatibleImage,GraphicsConfiguration#createCompatibleVolatileImage,InetSocketAddress#createUnresolved,InputMethodContext#createInputMethodJFrame,InputMethodContext#createInputMethodWindow,LayoutPath#createComponentsOnRun,LayoutPath#createLineFromText,LayoutPath#fastCreateTextLine,LayoutPath#standardCreateTextLine,LocateRegistry#createRegistry,PropertyDescriptor#createPropertyEditor,RMIClientSocketFactory#createSocket,RMIServerSocketFactory#createServerSocket,Raster#createBandedRaster,Raster#createChild,Raster#createInterleavedRaster,Raster#createPackedRaster,Raster#createRaster,Raster#createTranslatedChild,Raster#createWritableRaster,RenderableImageOp#createDefaultRendering,RenderableImageOp#createRendering,RenderableImageOp#createScaledRendering,RescaleOp#createCompatibleDestImage,RescaleOp#createCompatibleDestRaster,Robot#createScreenCapture,SecurityManager#checkCreateClassLoader,SinglePixelPackedSampleModel#createCompatibleSampleModel,SinglePixelPackedSampleModel#createDataBuffer,SinglePixelPackedSampleModel#createSubsetSampleModel,SplashScreen#createGraphics,Toolkit#createCustomCursor,Toolkit#createDragGestureRecognizer,Toolkit#createDragSourceContextPeer,Toolkit#createImage,WritableRaster#createWritableChild,WritableRaster#createWritableTranslatedChild,XMLDecoder#createHandler,ZoneOffsetTransitionRule#createDateTime,ZoneOffsetTransitionRule#createTransition",66
created,"Font#isCreatedFont,Font#setCreatedFont",2
creation,"KeyStoreSpi#engineGetCreationDate,TrustedCertificateEntry#getCreationDate,ZipEntry#getCreationTime,ZipEntry#setCreationTime",4
crif,"RenderableImageOp.RenderableImageOp#CRIF",1
crit,"PKIXCertPathChecker.check#unresolvedCritExts",1
critical,"X509Extension#getCriticalExtensionOIDs,X509Extension#getNonCriticalExtensionOIDs,X509Extension#hasUnsupportedCriticalExtension",3
crl,"X509CRLSelector.match#crl,X509CRLSelector.setMaxCRLNumber#maxCRL,X509CRLSelector.setMinCRLNumber#minCRL,CertificateFactory#generateCRL,CertificateFactorySpi#engineGenerateCRL,X509CRLSelector#getMaxCRL,X509CRLSelector#getMinCRL,X509CRLSelector#setMaxCRLNumber,X509CRLSelector#setMinCRLNumber,CRL#CRL,CRLException#CRLException,CRLSelector#CRLSelector,X509CRL#X509CRL,X509CRLEntry#X509CRLEntry,X509CRLSelector#X509CRLSelector",15
crop,"CropImageFilter#CropImageFilter",1
crt,"RSAOtherPrimeInfo.RSAOtherPrimeInfo#crtCoefficient,RSAPrivateCrtKey#getCrtCoefficient,RSAMultiPrimePrivateCrtKey#RSAMultiPrimePrivateCrtKey,RSAMultiPrimePrivateCrtKeySpec#RSAMultiPrimePrivateCrtKeySpec,RSAPrivateCrtKey#RSAPrivateCrtKey,RSAPrivateCrtKeySpec#RSAPrivateCrtKeySpec",6
cs,"Channels.newWriter#csName,CharsetEncoder.canEncode#cs",2
cs_s,"ColorSpace#isCS_sRGB",1
csf,"LocateRegistry.createRegistry#csf",1
csize,"ZipEntry.setCompressedSize#csize",1
csn,"PrintWriter.PrintWriter#csn",1
cspace,"Color.getColorComponents#cspace,ColorConvertOp.ColorConvertOp#dstCspace,ColorConvertOp.ColorConvertOp#srcCspace",3
csq,"CharBuffer.append#csq",1
ctor,"SerializedLambda.MemberName#ctor",1
ctrl,"Double#getCtrlP1,Double#getCtrlP2,Double#getCtrlPt,Double#getCtrlX,Double#getCtrlX1,Double#getCtrlX2,Double#getCtrlY,Double#getCtrlY1,Double#getCtrlY2",9
ctrlx,"Double.getFlatness#ctrlx",1
ctrlx1,"Double.getFlatness#ctrlx1",1
ctrlx2,"Double.getFlatness#ctrlx2",1
ctrly,"Double.getFlatness#ctrly",1
ctrly1,"Double.getFlatness#ctrly1",1
ctrly2,"Double.getFlatness#ctrly2",1
ctx,"KeyboardFocusManager.getCurrentKeyboardFocusManager#ctx",1
cubic,"Double#solveCubic,CubicCurve2D#CubicCurve2D",2
cumulate,"Hashtable#CumulateTask,Hashtable#DoubleCumulateTask,Hashtable#IntCumulateTask,Hashtable#LongCumulateTask",4
currencies,"Currency#getAvailableCurrencies",1
currency,"Currency.getObject#currencyNameProvider,DecimalFormatSymbols.setInternationalCurrencySymbol#currencyCode,NumberFormat.setCurrency#currency,Currency#getCurrencyCode,DecimalFormatSymbols#getCurrencySymbol,DecimalFormatSymbols#getInternationalCurrencySymbol,DecimalFormatSymbols#setCurrencySymbol,DecimalFormatSymbols#setInternationalCurrencySymbol,NumberFormat#getCurrency,NumberFormat#getCurrencyInstance,NumberFormat#setCurrency,Currency#Currency,CurrencyNameProvider#CurrencyNameProvider",13
current,"BeanContextServicesSupport.revokeService#revokeCurrentServicesNow,ActivationGroup#currentGroupID,BeanContextServiceRevokedEvent#isCurrentServiceInvalidNow,BeanContextServicesSupport#getCurrentServiceClasses,BeanContextServicesSupport#getCurrentServiceSelectors,CharacterIterator#current,CheckboxGroup#getCurrent,CheckboxGroup#setCurrent,Double#getCurrentPoint,DropTargetDropEvent#getCurrentDataFlavors,DropTargetDropEvent#getCurrentDataFlavorsAsList,EventQueue#getCurrentEvent,Executors#privilegedCallableUsingCurrentClassLoader,FlatteningPathIterator#currentSegment,KeyboardFocusManager#getCurrentFocusCycleRoot,KeyboardFocusManager#getCurrentKeyboardFocusManager,KeyboardFocusManager#setCurrentKeyboardFocusManager,KeyboardFocusManager#setGlobalCurrentFocusCycleRoot,ReentrantLock#isHeldByCurrentThread,Scrollbar#getCurrentAccessibleValue,Scrollbar#setCurrentAccessibleValue,System#currentTimeMillis,Thread#currentThread,ThreadMXBean#getCurrentThreadCpuTime,ThreadMXBean#getCurrentThreadUserTime,ThreadMXBean#isCurrentThreadCpuTimeSupported,WriteLock#isWriteLockedByCurrentThread",27
cursor,"Cursor.getType#cursor,DragSourceContext.DragSourceContext#dragCursor,DropTargetDropEvent.DropTargetDropEvent#cursorLocn,Frame.setCursor#cursorType,Component#getCursor,Component#isCursorSet,Component#setCursor,Cursor#CursorDisposer,Cursor#getDefaultCursor,Cursor#getPredefinedCursor,Cursor#getSystemCustomCursor,Frame#getCursorType,Toolkit#createCustomCursor,Toolkit#getBestCursorSize,Toolkit#getMaximumCursorColors,Cursor#Cursor",16
curve,"ECParameterSpec.ECParameterSpec#curve,Double#curveTo,Double#setCurve,ECParameterSpec#getCurve,EllipticCurve#EllipticCurve",5
curve2,"CubicCurve2D#CubicCurve2D,QuadCurve2D#QuadCurve2D",2
curves,"Area.AreaIterator#curves",1
custom,"Cursor#getSystemCustomCursor,PropertyEditorSupport#getCustomEditor,PropertyEditorSupport#supportsCustomEditor,Toolkit#createCustomCursor",4
customizer,"BeanDescriptor.BeanDescriptor#customizerClass,BeanDescriptor#getCustomizerClass,Customizer#Customizer",3
cutout,"Component#setMixingCutoutShape",1
cx,"RadialGradientPaint.RadialGradientPaint#cx",1
cy,"RadialGradientPaint.RadialGradientPaint#cy",1
cycle,"Container.setFocusCycleRoot#focusCycleRoot,ContainerOrderFocusTraversalPolicy.setImplicitDownCycleTraversal#implicitDownCycleTraversal,KeyboardFocusManager.setGlobalCurrentFocusCycleRoot#newFocusCycleRoot,LinearGradientPaint.LinearGradientPaint#cycleMethod,Component#getFocusCycleRootAncestor,Component#transferFocusUpCycle,Container#isFocusCycleRoot,Container#setFocusCycleRoot,Container#transferFocusDownCycle,ContainerOrderFocusTraversalPolicy#getImplicitDownCycleTraversal,ContainerOrderFocusTraversalPolicy#setImplicitDownCycleTraversal,DefaultKeyboardFocusManager#downFocusCycle,DefaultKeyboardFocusManager#upFocusCycle,KeyboardFocusManager#getCurrentFocusCycleRoot,KeyboardFocusManager#setGlobalCurrentFocusCycleRoot,MultipleGradientPaint#getCycleMethod",16
cyclic,"SplashScreen.GradientPaintContext#cyclic,GradientPaint#isCyclic,CyclicBarrier#CyclicBarrier",3
d,"BeanContextSupport.setDesignTime#dTime,WritableRaster.setSamples#dArray,Font#getFont2D,Font#getSize2D,Font#setFont2D,Graphics#draw3DRect,Graphics#fill3DRect,RescaleOp#getPoint2D,Shape#getBounds2D,Arc2D#Arc2D,CubicCurve2D#CubicCurve2D,Dimension2D#Dimension2D,DnDConstants#DnDConstants,Ellipse2D#Ellipse2D,Graphics2D#Graphics2D,InvalidDnDOperationException#InvalidDnDOperationException,Line2D#Line2D,Path2D#Path2D,Point2D#Point2D,QuadCurve2D#QuadCurve2D,Rectangle2D#Rectangle2D,RoundRectangle2D#RoundRectangle2D",22
d1,"Double.compare#d1",1
d2,"Double.compare#d2",1
da,"DriverManager.registerDriver#da",1
daemon,"ThreadGroup.setDaemon#daemon,Timer.Timer#isDaemon,Thread#isDaemon,Thread#setDaemon,ThreadMXBean#getDaemonThreadCount",5
darker,"Color#darker",1
dash,"BasicStroke.BasicStroke#dash,BasicStroke#getDashArray,BasicStroke#getDashPhase",3
dash_phase,"BasicStroke.BasicStroke#dash_phase",1
