definition,"Builder#setWeekDefinition"
defl,"DeflaterInputStream.DeflaterInputStream#defl"
deflate,"Deflater#deflate"
deflater,"Deflater#Deflater,DeflaterInputStream#DeflaterInputStream,DeflaterOutputStream#DeflaterOutputStream"
delay,"Executors.scheduleWithFixedDelay#delay,Executors.scheduleWithFixedDelay#initialDelay,Executors#scheduleWithFixedDelay,ScheduledThreadPoolExecutor#getDelay,DelayQueue#DelayQueue"
delayed,"ScheduledThreadPoolExecutor#getExecuteExistingDelayedTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setExecuteExistingDelayedTasksAfterShutdownPolicy,Delayed#Delayed"
delete,"Observable#deleteObserver,Observable#deleteObservers"
delim,"StringTokenizer.nextToken#delim"
delimiter,"StringJoiner.StringJoiner#delimiter,Scanner#delimiter,Scanner#useDelimiter"
delims,"StringTokenizer.StringTokenizer#returnDelims"
delta,"AtomicLongArray.addAndGet#delta"
dependents,"AsynchronousCompletionTask#getNumberOfDependents"
deque,"Collections.asLifoQueue#deque,ArrayDeque#ArrayDeque,BlockingDeque#BlockingDeque,ConcurrentLinkedDeque#ConcurrentLinkedDeque,Deque#Deque,LinkedBlockingDeque#LinkedBlockingDeque"
deregister,"Phaser#arriveAndDeregister"
desc,"PatternSyntaxException.PatternSyntaxException#desc"
descending,"Collections#descendingKeySet,Collections#descendingMap,TreeSet#descendingIterator,TreeSet#descendingSet"
description,"PatternSyntaxException#getDescription"
dest,"BaseStream.copyInto#destOffset,Collections.copy#dest"
dictionary,"Deflater#setDictionary,Inflater#needsDictionary,Dictionary#Dictionary"
digests,"JarInputStream#getManifestDigests"
digits,"Currency#getDefaultFractionDigits"
directory,"ZipEntry#isDirectory"
discard,"DiscardOldestPolicy#DiscardOldestPolicy,DiscardPolicy#DiscardPolicy"
disjoint,"Collections#disjoint"
display,"CalendarNameProvider#getDisplayNames,Currency#getDisplayName,Locale#getDisplayCountry,Locale#getDisplayLanguage,Locale#getDisplayScript,Locale#getDisplayVariant,TimeZoneNameProvider#getGenericDisplayName"
distance,"Collections.rotate#distance"
distinct,"Builder#distinct"
done,"FutureTask#isDone"
dos,"DeflaterInputStream#dosToJavaTime,DeflaterInputStream#javaToDosTime"
dot,"Formatter#hasDot"
double,"AbstractDoubleSpliterator#DoubleIteratorSpliterator,AbstractPreferences#getDouble,AbstractPreferences#putDouble,AtomicInteger#doubleValue,BaseStream#collectDouble,BaseStream#flattenDouble,Builder#asDoubleStream,Builder#makeDouble,Builder#mapToDouble,Collector#ChainedDouble,Collector#flatMapToDouble,Collectors#averagingDouble,Collectors#summarizingDouble,Collectors#summingDouble,Comparator#comparingDouble,ConcurrentHashMap#reduceEntriesToDouble,ConcurrentHashMap#reduceKeysToDouble,ConcurrentHashMap#reduceToDouble,ConcurrentHashMap#reduceValuesToDouble,Hashtable#DoubleCumulateTask,OptionalDouble#getAsDouble,Scanner#hasNextDouble,Spliterators#DoubleArraySpliterator,Spliterators#emptyDoubleSpliterator,Spliterators#nextDouble,StreamSupport#doubleStream,AbstractDoubleSpliterator#AbstractDoubleSpliterator,DoubleAccumulator#DoubleAccumulator,DoubleAdder#DoubleAdder,DoubleBinaryOperator#DoubleBinaryOperator,DoubleConsumer#DoubleConsumer,DoubleFunction#DoubleFunction,DoublePredicate#DoublePredicate,DoubleStream#DoubleStream,DoubleSummaryStatistics#DoubleSummaryStatistics,DoubleSupplier#DoubleSupplier,DoubleToIntFunction#DoubleToIntFunction,DoubleToLongFunction#DoubleToLongFunction,DoubleUnaryOperator#DoubleUnaryOperator,IntToDoubleFunction#IntToDoubleFunction,LongToDoubleFunction#LongToDoubleFunction,ObjDoubleConsumer#ObjDoubleConsumer,OfDouble#OfDouble,OptionalDouble#OptionalDouble,ToDoubleBiFunction#ToDoubleBiFunction,ToDoubleFunction#ToDoubleFunction"
doubles,"SplittableRandom#doubles"
down,"CountDownLatch#countDown,CountDownLatch#CountDownLatch"
downstream,"Collectors.partitioningBy#downstream"
drain,"Semaphore#drainPermits,SynchronousQueue#drainTo"
ds,"TimeZone#getAvailableIDs"
dst,"Decoder.decode#dst,SimpleTimeZone.SimpleTimeZone#dstSavings,SimpleTimeZone.setDSTSavings#millisSavedDuringDST,SimpleTimeZone#setDSTSavings,TimeZone#getDSTSavings"
dtime,"DeflaterInputStream.dosToJavaTime#dtime"
dup,"Formatter#dup"
duplicate,"DuplicateFormatFlagsException#DuplicateFormatFlagsException"
during,"SimpleTimeZone.setDSTSavings#millisSavedDuringDST"
e1,"EnumSet.of#e1"
e2,"EnumSet.of#e2"
e3,"EnumSet.of#e3"
e4,"EnumSet.of#e4"
e5,"EnumSet.of#e5"
each,"AbstractDoubleSpliterator#forEachRemaining,Arrays#forEach,Builder#forEachOrdered,ConcurrentHashMap#forEachEntry,ConcurrentHashMap#forEachKey,ConcurrentHashMap#forEachValue"
eager,"JarInputStream.setEagerValidation#eager,JarInputStream#setEagerValidation"
either,"CompletionStage#acceptEither,CompletionStage#acceptEitherAsync,CompletionStage#applyToEither,CompletionStage#applyToEitherAsync,CompletionStage#runAfterEither,CompletionStage#runAfterEitherAsync"
element,"Arrays.set#element,EnumSet.allOf#elementType,StringJoiner.add#newElement,TreeSet.headSet#toElement,TreeSet.tailSet#fromElement,Collections#element,Collections#nextElement,Vector#addElement,Vector#elementAt,Vector#firstElement,Vector#insertElementAt,Vector#lastElement,Vector#removeElement,Vector#removeElementAt,Vector#setElementAt,NoSuchElementException#NoSuchElementException"
elements,"ArrayDeque.ArrayDeque#numElements,Collections.addAll#elements,SynchronousQueue.drainTo#maxElements,Collections#hasMoreElements,Hashtable#elements,Vector#removeAllElements"
else,"OptionalLong#orElse,OptionalLong#orElseGet,OptionalLong#orElseThrow"
em,"Handler.setErrorManager#em"
empty,"StringJoiner.setEmptyValue#emptyValue,Collections#EmptyNavigableSet,Collections#emptyEnumeration,Collections#emptyIterator,Collections#emptyList,Collections#emptyListIterator,Collections#emptyMap,Collections#emptyNavigableMap,Collections#emptyNavigableSet,Collections#emptySet,Collections#emptySortedMap,Collections#emptySortedSet,Spliterators#emptyDoubleSpliterator,Spliterators#emptyIntSpliterator,Spliterators#emptyLongSpliterator,Spliterators#emptySpliterator,Stack#empty,StringJoiner#setEmptyValue,TreeSet#isEmpty,EmptyStackException#EmptyStackException"
encode,"Encoder#encode,Encoder#encodeToString"
encoder,"Base64#getEncoder,Base64#getMimeEncoder,Base64#getUrlEncoder,Encoder#Encoder"
encoding,"StreamHandler.setEncoding#encoding,Handler#getEncoding,StreamHandler#setEncoding"
end,"Arrays.stream#endExclusive,IntStream.rangeClosed#endInclusive,Matcher.region#end,SimpleTimeZone.SimpleTimeZone#endTimeMode,SimpleTimeZone.setEndRule#endDay,SimpleTimeZone.setEndRule#endDayOfWeek,SimpleTimeZone.setEndRule#endMonth,SimpleTimeZone.setEndRule#endTime,Deflater#end,Matcher#hitEnd,Matcher#regionEnd,Matcher#requireEnd,SimpleTimeZone#setEndRule"
ensure,"ArrayList#ensureCapacity"
entering,"Logger#entering"
entity,"PreferenceChangeEvent#resolveEntity"
entries,"ConcurrentHashMap#reduceEntries,ConcurrentHashMap#reduceEntriesToDouble,ConcurrentHashMap#reduceEntriesToInt,ConcurrentHashMap#reduceEntriesToLong,ConcurrentHashMap#searchEntries,Manifest#getEntries,ZipFile#entries"
entries2,"JarInputStream#entries2"
entry,"SimpleImmutableEntry.SimpleImmutableEntry#entry,Collections#ceilingEntry,Collections#entrySet,Collections#firstEntry,Collections#floorEntry,Collections#higherEntry,Collections#lastEntry,Collections#lowerEntry,Collections#pollFirstEntry,Collections#pollLastEntry,ConcurrentHashMap#forEachEntry,JarFile#getJarEntry,JarInputStream#beginEntry,JarInputStream#entryNames,JarInputStream#getNextJarEntry,ZipFile#ZipEntryIterator,ZipFile#getEntry,ZipInputStream#closeEntry,ZipInputStream#getNextEntry,ZipOutputStream#XEntry,ZipOutputStream#putNextEntry,JarEntry#JarEntry,SimpleEntry#SimpleEntry,SimpleImmutableEntry#SimpleImmutableEntry,ZipEntry#ZipEntry"
enum,"EnumMap#EnumMap,EnumSet#EnumSet"
enumeration,"Collections#emptyEnumeration,Collections#enumeration,Enumeration#Enumeration"
equals,"Arrays#deepEquals,Level#equals"
equivalents,"LanguageRange#mapEquivalents"
era,"TimeZone.getOffset#era"
error,"IllformedLocaleException.IllformedLocaleException#errorIndex,FileHandler#error,Handler#getErrorManager,Handler#setErrorManager,IllformedLocaleException#getErrorIndex,PreferenceChangeEvent#fatalError,ErrorManager#ErrorManager,ServiceConfigurationError#ServiceConfigurationError,ZipError#ZipError"
estimate,"Builder.suggestTargetSize#sizeEstimate,AbstractDoubleSpliterator#estimateSize"
evaluate,"Builder#evaluateParallel,Builder#evaluateSequential,Collectors#opEvaluateParallel"
event,"EventListener#EventListener,EventListenerProxy#EventListenerProxy,EventObject#EventObject,NodeChangeEvent#NodeChangeEvent,PreferenceChangeEvent#PreferenceChangeEvent"
ex,"FileHandler.error#ex"
exact,"Collections#getExactSizeIfKnown"
exception,"OptionalLong.orElseThrow#exceptionSupplier,AsynchronousCompletionTask#obtrudeException,ForkJoinTask#getException,ForkJoinWorkerThread#setUncaughtExceptionHandler,ForkJoinWorkerThreadFactory#getUncaughtExceptionHandler,Formatter#ioException,BackingStoreException#BackingStoreException,BrokenBarrierException#BrokenBarrierException,CancellationException#CancellationException,CompletionException#CompletionException,ConcurrentModificationException#ConcurrentModificationException,DataFormatException#DataFormatException,DuplicateFormatFlagsException#DuplicateFormatFlagsException,EmptyStackException#EmptyStackException,ExecutionException#ExecutionException,FormatFlagsConversionMismatchException#FormatFlagsConversionMismatchException,FormatterClosedException#FormatterClosedException,IllegalFormatCodePointException#IllegalFormatCodePointException,IllegalFormatConversionException#IllegalFormatConversionException,IllegalFormatException#IllegalFormatException,IllegalFormatFlagsException#IllegalFormatFlagsException,IllegalFormatPrecisionException#IllegalFormatPrecisionException,IllegalFormatWidthException#IllegalFormatWidthException,IllformedLocaleException#IllformedLocaleException,InputMismatchException#InputMismatchException,InvalidPreferencesFormatException#InvalidPreferencesFormatException,InvalidPropertiesFormatException#InvalidPropertiesFormatException,JarException#JarException,MissingFormatArgumentException#MissingFormatArgumentException,MissingFormatWidthException#MissingFormatWidthException,MissingResourceException#MissingResourceException,NoSuchElementException#NoSuchElementException,PatternSyntaxException#PatternSyntaxException,RejectedExecutionException#RejectedExecutionException,TimeoutException#TimeoutException,TooManyListenersException#TooManyListenersException,UnknownFormatConversionException#UnknownFormatConversionException,UnknownFormatFlagsException#UnknownFormatFlagsException,ZipException#ZipException"
exceptional,"CountedCompleter#onExceptionalCompletion"
exceptionally,"AsynchronousCompletionTask#completeExceptionally,AsynchronousCompletionTask#isCompletedExceptionally,CompletionStage#exceptionally"
exchange,"Exchanger#exchange"
exchanger,"Exchanger#Exchanger"
exclusive,"Arrays.stream#endExclusive,AbstractQueuedSynchronizer#getExclusiveQueuedThreads"
exec,"AsynchronousCompletionTask#exec"
execute,"Executors#execute,ScheduledThreadPoolExecutor#getExecuteExistingDelayedTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setExecuteExistingDelayedTasksAfterShutdownPolicy"
execution,"DiscardOldestPolicy#rejectedExecution,ThreadPoolExecutor#getRejectedExecutionHandler,ThreadPoolExecutor#setRejectedExecutionHandler,TimerTask#scheduledExecutionTime,ExecutionException#ExecutionException,RejectedExecutionException#RejectedExecutionException,RejectedExecutionHandler#RejectedExecutionHandler"
executor,"Executors.unconfigurableScheduledExecutorService#executor,Executors#newSingleThreadExecutor,Executors#newSingleThreadScheduledExecutor,Executors#unconfigurableExecutorService,Executors#unconfigurableScheduledExecutorService,AbstractExecutorService#AbstractExecutorService,Executor#Executor,ExecutorCompletionService#ExecutorCompletionService,ExecutorService#ExecutorService,ScheduledExecutorService#ScheduledExecutorService,ScheduledThreadPoolExecutor#ScheduledThreadPoolExecutor,ThreadPoolExecutor#ThreadPoolExecutor"
executors,"Executors#Executors"
existing,"ScheduledThreadPoolExecutor#getContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#getExecuteExistingDelayedTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setExecuteExistingDelayedTasksAfterShutdownPolicy"
exists,"AbstractPreferences#nodeExists"
exiting,"Logger#exiting"
expect,"AtomicLongArray.weakCompareAndSet#expect"
expected,"AtomicMarkableReference.attemptMark#expectedReference,AtomicMarkableReference.compareAndSet#expectedMark,AtomicStampedReference.compareAndSet#expectedStamp,CountedCompleter.compareAndSetPendingCount#expected,IdentityHashMap.IdentityHashMap#expectedMaxSize"
exponent,"Formatter#exponent"
export,"AbstractPreferences#exportNode,AbstractPreferences#exportSubtree"
extension,"Builder#setExtension,Locale#getExtension,Locale#getExtensionKeys"
extensions,"Builder#clearExtensions,Locale#hasExtensions,Locale#stripExtensions"
extra,"ZipEntry.setExtra#extra,ZipEntry#getExtra,ZipEntry#setExtra"
extractor,"Comparator.comparingDouble#keyExtractor"
factor,"LinkedHashSet.LinkedHashSet#loadFactor"
factory,"Collector.makeRef#seedFactory,Collectors.groupingByConcurrent#mapFactory,Collectors.toCollection#collectionFactory,Executors.newScheduledThreadPool#threadFactory,ForkJoinWorkerThreadFactory.ForkJoinPool#factory,StreamSupport.asArray#arrayFactory,Executors#defaultThreadFactory,Executors#privilegedThreadFactory,ForkJoinWorkerThreadFactory#getFactory,ThreadPoolExecutor#getThreadFactory,ThreadPoolExecutor#setThreadFactory,ForkJoinWorkerThreadFactory#ForkJoinWorkerThreadFactory,PreferencesFactory#PreferencesFactory,ThreadFactory#ThreadFactory"
fair,"SynchronousQueue.SynchronousQueue#fair,Semaphore#isFair"
fallback,"Control#getFallbackLocale,Control#getNoFallbackControl"
fatal,"PreferenceChangeEvent#fatalError"
fence,"Spliterators.DoubleArraySpliterator#fence"
field,"AtomicReferenceFieldUpdater.newUpdater#fieldName,Builder.setFields#fieldValuePairs,GregorianCalendar.getActualMaximum#field,AtomicIntegerFieldUpdater#AtomicIntegerFieldUpdater,AtomicLongFieldUpdater#AtomicLongFieldUpdater,AtomicReferenceFieldUpdater#AtomicReferenceFieldUpdater"
fields,"Builder#setFields"
file,"Formatter.Formatter#file,Formatter.Formatter#fileName,DeflaterInputStream#fileTimeToUnixTime,DeflaterInputStream#fileTimeToWinTime,DeflaterInputStream#unixTimeToFileTime,DeflaterInputStream#winTimeToFileTime,JarInputStream#jarFileHasClassPathAttribute,FileHandler#FileHandler,JarFile#JarFile,ZipFile#ZipFile"
fill,"Arrays#fill"
filter,"Collections.removeIf#filter,Logger.setFilter#newFilter,LanguageRange#filter,LanguageRange#filterTags,Logger#getFilter,Logger#setFilter,Filter#Filter"
find,"StreamSupport.makeDouble#mustFindFirst,Builder#findAny,Builder#findFirst,Matcher#find,Scanner#findInLine,Scanner#findWithinHorizon"
fine,"Logger#fine"
finer,"Logger#finer"
finest,"Logger#finest"
finish,"GZIPOutputStream#finish"
finished,"Deflater#finished"
finisher,"Collectors.collectingAndThen#finisher,Collectors#finisher"
first,"Arrays.compare#first,Builder.setWeekDefinition#firstDayOfWeek,Builder.setWeekDefinition#minimalDaysInFirstWeek,StreamSupport.makeDouble#mustFindFirst,Timer.scheduleAtFixedRate#firstTime,AbstractQueuedSynchronizer#getFirstQueuedThread,Builder#findFirst,Builder#setFirstDayOfWeek,Builder#setMinimalDaysInFirstWeek,CalendarDataProvider#getFirstDayOfWeek,CalendarDataProvider#getMinimalDaysInFirstWeek,Collections#firstEntry,Collections#firstKey,Collections#pollFirstEntry,Comparator#nullsFirst,CountedCompleter#firstComplete,LinkedBlockingDeque#addFirst,LinkedBlockingDeque#getFirst,LinkedBlockingDeque#offerFirst,LinkedBlockingDeque#peekFirst,LinkedBlockingDeque#putFirst,LinkedBlockingDeque#removeFirst,LinkedBlockingDeque#removeFirstOccurrence,LinkedBlockingDeque#takeFirst,Matcher#replaceFirst,TreeSet#first,TreeSet#pollFirst,Vector#firstElement"
fixed,"Executors#newFixedThreadPool,Executors#scheduleAtFixedRate,Executors#scheduleWithFixedDelay"
flags,"Pattern.compile#flags,Builder#getOpFlags,Pattern#flags,UnknownFormatFlagsException#getFlags,DuplicateFormatFlagsException#DuplicateFormatFlagsException,FormatFlagsConversionMismatchException#FormatFlagsConversionMismatchException,FormattableFlags#FormattableFlags,IllegalFormatFlagsException#IllegalFormatFlagsException,UnknownFormatFlagsException#UnknownFormatFlagsException"
flat,"Builder#flatMap,Collector#flatMapToDouble,Collector#flatMapToInt,Collector#flatMapToLong"
flatten,"BaseStream.collectDouble#flattenTree,BaseStream#flatten,BaseStream#flattenDouble,BaseStream#flattenInt,BaseStream#flattenLong"
flip,"BitSet#flip"
float,"AbstractPreferences#getFloat,AbstractPreferences#putFloat,AtomicInteger#floatValue,Scanner#hasNextFloat,ThreadLocalRandom#nextFloat"
floor,"Collections#floorEntry,Collections#floorKey,TreeSet#floor"
flush,"Deflater.deflate#flush,GZIPOutputStream.GZIPOutputStream#syncFlush,MemoryHandler#flush"
fn,"CompletionStage.handleAsync#fn"
for,"AbstractDoubleSpliterator#forEachRemaining,Arrays#forEach,Builder#forEachOrdered,ConcurrentHashMap#forEachEntry,ConcurrentHashMap#forEachKey,ConcurrentHashMap#forEachValue,Locale#forLanguageTag,Preferences#systemNodeForPackage,Preferences#userNodeForPackage"
force,"Phaser#forceTermination"
fork,"ForkJoinTask#compareAndSetForkJoinTaskTag,ForkJoinTask#fork,ForkJoinTask#getForkJoinTaskTag,ForkJoinTask#inForkJoinPool,ForkJoinTask#setForkJoinTaskTag,ForkJoinPool#ForkJoinPool,ForkJoinTask#ForkJoinTask,ForkJoinWorkerThread#ForkJoinWorkerThread,ForkJoinWorkerThreadFactory#ForkJoinWorkerThreadFactory"
form,"Formatter.BigDecimalLayout#form"
format,"Formatter.format#format,Formatter#format,Formatter#formatMessage,MissingFormatArgumentException#getFormatSpecifier,DataFormatException#DataFormatException,DuplicateFormatFlagsException#DuplicateFormatFlagsException,FormatFlagsConversionMismatchException#FormatFlagsConversionMismatchException,IllegalFormatCodePointException#IllegalFormatCodePointException,IllegalFormatConversionException#IllegalFormatConversionException,IllegalFormatException#IllegalFormatException,IllegalFormatFlagsException#IllegalFormatFlagsException,IllegalFormatPrecisionException#IllegalFormatPrecisionException,IllegalFormatWidthException#IllegalFormatWidthException,InvalidPreferencesFormatException#InvalidPreferencesFormatException,InvalidPropertiesFormatException#InvalidPropertiesFormatException,MissingFormatArgumentException#MissingFormatArgumentException,MissingFormatWidthException#MissingFormatWidthException,UnknownFormatConversionException#UnknownFormatConversionException,UnknownFormatFlagsException#UnknownFormatFlagsException"
formats,"Control.getNoFallbackControl#formats,Control#getFormats"
formattable,"Formattable#Formattable,FormattableFlags#FormattableFlags"
formatter,"Handler.setFormatter#newFormatter,StreamHandler.StreamHandler#formatter,Handler#getFormatter,Handler#setFormatter,Formatter#Formatter,FormatterClosedException#FormatterClosedException,SimpleFormatter#SimpleFormatter,XMLFormatter#XMLFormatter"
fraction,"Currency#getDefaultFractionDigits"
frequency,"Collections#frequency"
from,"Arrays.copyOfRange#from,Collections.tailMap#fromKey,Spliterators.spliterator#fromIndex,TreeSet.subSet#fromInclusive,TreeSet.tailSet#fromElement,Collections#newSetFromMap,Date#from,Properties#loadFromXML,UUID#fromString,UUID#nameUUIDFromBytes"
ftime,"DeflaterInputStream.fileTimeToUnixTime#ftime"
function,"AtomicLongArray.accumulateAndGet#accumulatorFunction,AtomicLongArray.updateAndGet#updateFunction,Collections.computeIfAbsent#mappingFunction,Collections.merge#remappingFunction,Collections.replaceAll#function,Collectors.toConcurrentMap#mergeFunction,ConcurrentHashMap.searchEntries#searchFunction,BiFunction#BiFunction,DoubleFunction#DoubleFunction,DoubleToIntFunction#DoubleToIntFunction,DoubleToLongFunction#DoubleToLongFunction,Function#Function,IntFunction#IntFunction,IntToDoubleFunction#IntToDoubleFunction,IntToLongFunction#IntToLongFunction,LongFunction#LongFunction,LongToDoubleFunction#LongToDoubleFunction,LongToIntFunction#LongToIntFunction,ToDoubleBiFunction#ToDoubleBiFunction,ToDoubleFunction#ToDoubleFunction,ToIntBiFunction#ToIntBiFunction,ToIntFunction#ToIntFunction,ToLongBiFunction#ToLongBiFunction,ToLongFunction#ToLongFunction"
future,"AsynchronousCompletionTask#completedFuture,CompletionStage#toCompletableFuture,CompletableFuture#CompletableFuture,Future#Future,FutureTask#FutureTask,RunnableFuture#RunnableFuture,RunnableScheduledFuture#RunnableScheduledFuture,ScheduledFuture#ScheduledFuture"
gaussian,"ThreadLocalRandom#nextGaussian"
generate,"DoubleStream#generate"
generator,"Arrays.parallelSetAll#generator"
generic,"TimeZoneNameProvider#getGenericDisplayName"
